autor,ano,titulo,resumo,doi
AVRITZER L;GOMES L,2013,"POLITICS OF RECOGNITION, RACE AND DEMOCRACY IN BRAZIL; [POLÍTICA DE RECONHECIMENTO, RAÇA E DEMOCRACIA NO BRASIL]","THE ANALYSIS OF THE RELATIONSHIP BETWEEN RACE AND DEMOCRACY IN BRAZIL REQUIRES A SPECIFIC THEORETICAL APPROACH BASED ON DIFFERENT CONCEPTIONS OF RECOGNITION. THIS ARTICLE AIMS TO ADDRESS CRITICALLY THE THEORIES OF NANCY FRASER AND AXEL HONNETH IN AN ATTEMPT TO DEEPEN THE UNDERSTANDING OF HOW A HIERARCHY OF STATUS, WHICH IS BASED ON THE RACIAL ISSUE AND IMBRICATE ELEMENTS OF PUBLIC, SOCIAL AND PRIVATE SPACE, WAS ESTABLISHED IN BRAZIL. WE POINT OUT A NUMBER OF DISTINCTIONS IN THE FORMS OF RACIAL STRATIFICATION IN THE UNITED STATES AND BRAZIL SHOWING THAT DIFFERENCES CAN NOT BE REDUCED TO INTERRACIAL RELATIONSHIPS EXISTING IN BRAZIL.WE ATTRIBUTE THIS CONTRAST TO THE DIFFERENT TRADITIONS OF LEGAL REGULATION.WE ALSO DISCUSSED THE DIFFERENT TRADITIONS OF RACIAL INTEGRATION AND AFFIRMATIVE ACTION IN BOTH COUNTRIES TRYING TO SHED LIGHT ON CONCEPTUAL LACKS OF THE THEORIES THAT THINK RACIAL INTEGRATION ONLY FROM THE PERSPECTIVE OF PRIVATE SPHERE.AT THE END OF THE PAPERWE PROPOSE A RECOGNITION MODEL THAT INTEGRATES THE THEORIES OF FRASER AND HONNETH AND ASSOCIATES THE ASSIGNING OF LEGAL STATUS TO RACIAL SEGMENTS HISTORICALLY SUBORDINATE TO A POLICY THAT DEALS WITH THE FORMATION OF SELF-ESTEEM.",10.1590/S0011-52582013000100003
MUÑOZ-CABRERA P;RANGEL P,2018,"GENDER JUSTICE IN FEMINIST ANALYSIS OF PUBLIC POLICIES IN ARGENTINA, BRAZIL AND CHILE; [JUSTIÇA DE GÊNERO NA ANÁLISE FEMINISTA DE POLÍTICAS PÚBLICAS EM ARGENTINA, BRASIL E CHILE]","ESTE TRABALHO APRESENTA PARTE DAS PESQUISAS PÓS-DOUTORAIS DE AMBAS AS AUTORAS (FFLCH/ USP). O TRABALHO FOCA NOS PROCESSOS DE TRANSFORMAÇÃO DAS AÇÕES GOVERNAMENTAIS SENSÍVEIS A GÊNERO NO BRASIL, NA ARGENTINA E NO CHILE AO LONGO DOS ÚLTIMOS ANOS, COM ESPECIAL ATENÇÃO PARA OS MANDATOS DE PRESIDENTAS (CRISTINA FERNÁNDEZ, DILMA ROUSSEFF E MICHELE BACHELET). A PARTIR DE CONCEITOS E TIPOLOGIAS DA LITERATURA ESPECIALIZADA, ABORDAM-SE QUESTÕES SOBRE A ATUAÇÃO DE GRUPOS DE PRESSÃO E AS DISPUTAS NA ARENA POLÍTICA PARA COMPREENDER O IMPACTO DOS FEMINISMOS NAS POLÍTICAS PÚBLICAS E BUSCAR IDENTIFICAR SE ESSAS POLÍTICAS DE ESTADO ATENDEM FOCOS ESPECÍFICOS DA ABORDAGEM INTERSECCIONAL (GÊNERO, RAÇA/ETNIA, CLASSE). TRATAMOS AQUI, ESPECIALMENTE, DE QUATRO GRANDES ÁREAS DE AÇÕES ESTATAIS (AUTONOMIA ECONÔMICA, EQUIPAMENTOS SOCIAIS, VIOLÊNCIA, SAÚDE) ADOTADAS NOS TRÊS PAÍSES, OBSERVANDO DOIS ASPECTOS EM PARTICULAR: 1) O PAPEL DAS AGÊNCIAS DE POLÍTICAS PARA MULHERES E FEMOCRATAS NO PROCESSO DE FORMULAÇÃO E APROVAÇÃO DAS POLÍTICAS PÚBLICAS; 2) JUSTIÇA DE GÊNERO, OU CONVERGÊNCIAS E DISSONÂNCIAS NA ANÁLISE FEMINISTA (ENGLOBANDO TEMAS COMO IGUALDADE FORMAL E SUBSTANTIVA, RECONHECIMENTO E JUSTIÇA DISTRIBUTIVA, A INTERSECCIONALIDADE DA JUSTIÇA DE GÊNERO). NESSE ESFORÇO, DISCUTIREMOS O VALOR AGREGADO DAS POLÍTICAS DE IGUALDADE DE GÊNERO E RESGATAREMOS A PROBLEMATIZAÇÃO DE POLÍTICAS PÚBLICAS COMO AÇÕES ""NEUTRAS"" OU ""CEGAS AO GÊNERO"" VS. POLÍTICAS PÚBLICAS DE GÊNERO. © 2018 UNIVERSIDADE FEDERAL DE SANTA CATARINA.; THIS PAPER PRESENTS PART OF THE AUTHORS' POSTDOCTORAL RESEARCH AT THE UNIVERSITY OF SÃO PAULO, BRAZIL. IT FOCUSES ON THE TRANSFORMATION PROCESSES TRIGGERED BY FEMINIST-DRIVEN GOVERNMENTAL ACTIONS IN BRAZIL, ARGENTINA AND CHILE OVER THE LAST FEW YEARS, ESPECIALLY DURING THE TERMS OF CRISTINA FERNÁNDEZ, DILMA ROUSSEFF AND MICHELE BACHELET. USING CONCEPTS AND THEORETICAL INSIGHTS FROM SPECIALIZED LITERATURE, WE ADDRESS QUESTIONS ABOUT LOBBYING AND DISPUTES IN THE POLITICAL ARENA IN ORDER TO UNDERSTAND THE IMPACT OF FEMINISMS ON PUBLIC POLICIES, AND THE EXTENT TO WHICH THESE POLICIES RELATE TO THE INTERSECTIONAL NATURE OF DISCRIMINATION (GENDER, RACE / ETHNICITY, CLASS). FOUR MAJOR PUBLIC POLICIES AREAS ARE EXAMINED, NAMELY ECONOMIC AUTONOMY, SOCIAL FACILITIES, HEALTH, AND VIOLENCE, FROM THREE ANALYTICAL ANGLES: 1) THE ROLE OF WOMEN'S POLICY AGENCIES IN POLICY MAKING PROCESSES; 2) GENDER-AWARE PUBLIC POLICIES DURING THE MANDATES OF FEMALE PRESIDENTS IN ARGENTINA, BRASIL E CHILE; 3) THE INTERSECTIONALITY OF GENDER JUSTICE IN PUBLIC POLICY-MAKING. © 2018 UNIVERSIDADE FEDERAL DE SANTA CATARINA.",10.1590/1806-9584-2018v26n358565
SALATA A,2020,"RACE, CLASS AND INCOME INEQUALITY IN BRAZIL: A SOCIAL TRAJECTORY ANALYSIS; [RACE, CLASSE ET INÉGALITÉ DES REVENUS AU BRÉSIL: UNE ANALYSE DE LA TRAJECTOIRE SOCIAL]; [RAÇA, CLASSE E DESIGUALDADE DE RENDIMENTOS NO BRASIL: UMA ANÁLISE DE TRAJETÓRIA SOCIAL]; [RAZA, CLASE Y DESIGUALDAD DE INGRESOS EN BRASIL: UN ANÁLISIS DE TRAYECTORIA SOCIAL]","THE ARTICLE DEALS WITH THE RELATIONSHIP BETWEEN RACE, CLASS AND INCOME IN BRAZIL, WITH THE MAIN OBJECTIVE OF INVESTIGATING THE DETERMINANTS OF RACIAL INEQUALITY IN THE COUNTRY’S LABOUR MARKET. BY MAKING USE OF STRUCTURAL EQUATION MODELS, IT ANALY-SES THE PROCESS OF SETTING INCOME DIFFERENTIALS BETWEEN WHITES AND BLACKS, FROM THEIR SOCIAL ORIGIN TO THE DEFINITION OF WAGES, THROUGH SCHOOLING AND OCCUPATIONAL ALLOCATION. THE ANALYSIS, BASED ON DATA FROM THE BRAZILIAN NATIONAL HOUSEHOLD SAMPLE SURVEY, COLLECTED IN 2014, ALLOWS US TO COMPARE DIRECT, INDIRECT AND TOTAL EFFECTS OF RACE AND SOCIAL ORIGIN ON INCOME FROM WORK. RESULTS SHOW THAT, ALTHOUGH THE TOTAL EFFECTS OF SOCIAL ORIGIN ARE LARGER THAN RACIAL EFFECTS, THE FORMER CANNOT EXPLAIN MOST DISADVANTAGES SUFFERED BY BLACKS NOWADAYS IN BRAZIL, WHICH OCCUR MAINLY INDIRECTLY – THROUGH EDUCATION AND OCCUPATION. THUS, THE STUDY BRINGS NEW, UPDATED AND MORE DETAILED EVIDENCE TO A LONG-STANDING DEBATE. © 2020, INSTITUTO DE ESTUDOS SOCIAIS E POLITICOS (IESP), UERJ. ALL RIGHTS RESERVED.",10.1590/dados.2020.63.3.213
LIMA A;ALVES N,2013,SPEECHES OF BLACK IN BAIANO CANDOMBLE: WHEN THE RACE IS IMPORTANT AND WHEN THE RACE DOES NOT MATTER; [VOZES NEGRAS NO CANDOMBLÉ BAIANO: QUANDO A RAÇA IMPORTA E QUANDO A RAÇA NÃO IMPORTA],"SINCE THE END OF THE 19TH CENTURY THE RELIGIONS OF AFRICAN ORIENTATION ARE CERTAINLY ONE OF THE MOST STUDIED THEMES REGARDING TO THE PROBLEMATIZATION OF AFRICAN PRESENCE AND BLACK DESCENDANT IN BRAZIL. THESE RELIGIONS HAVE AGGREGATED MOSTLY NOT ONLY BLACK PEOPLE, BUT ALSO MESTIZOS AND WHITES. THEY HAVE CONSTITUTED THEMSELVES NOT ONLY AS MEMORY RESERVATION, GESTURES, SPEECHES, RELATIONSHIPS AND SOCIAL TIES OF AFRICAN ORIENTATION, BUT ALSO MEMORY, GESTURES, VOCALIZATIONS, RELATIONSHIPS AND SOCIAL TIES GENERATED ALONG THE COLONIZATION, SLAVERY AND THE POST-SLAVERY IN BRAZIL. THE HYPOTHESIS OF THIS STUDY PROPOSED TO BE DISCUSSED IN VOZES LUSO-AFRICANAS E NEGRAS AT III SEMINÁRIO BRASILEIRO DE POÉTICAS ORAIS IS THE FUNDAMENTAL ASPECT THAT HAS ALSO BEEN THE CANDOMBLE (AFRICAN RELIGION IN BRAZIL) WHICH IS, IN TURN, THE EXPERIENCE OF BOTH RACE, RACISM AND RACIAL INEQUALITIES THAT MANIFESTS ITSELF OR IS SILENCED PARTICULARLY THROUGH THE SPEECHES AND PERFORMANCES CONCERNED TO IT IN THE CONTEXTS OF THIS RELIGION. THIS WORK IS A PARTIAL RESULT OF A RESEARCH PROJECT THAT PROPOSES HISTORICIZING AND MAPPING THE RELIGIOUS PRACTICE OF AFRICAN ORIENTATION IN ALAGOINHAS (A CITY IN BAHIA) FAR 72 MILES AWAY FROM SALVADOR (THE CAPITAL OF BAHIA). FROM THE THEORETICAL AND CONCEPTUAL POINT OF VIEW, ""RACE"" IS CONSIDERED AS A SOCIAL CONSTRUCT THAT ARRANGES RELATIONSHIPS, RACISM AND RACIAL INEQUALITY GUIDED BY AN IDEA OF ""BLACK"". THEREFORE, THE CONTINUITY OF THE RACE IS HISTORICAL, SOCIAL, POLITICAL AND CULTURAL, AS FAR AS CROSSED BY ISSUES OF GENDER, SEXUALITY, TERRITORIAL ORIGIN AND INTERCEPTED BY A CONTINUUM OF COLOR AND PHENOTYPES. THIS RESEARCH HAS BEEN CONDUCTED AT A LITERATURE REVIEW BASED ON THE ISSUES OF RELIGIONS OF AFRICAN GUIDANCE, IN PUBLIC FILE AND/OR PRIVATE COLLECTION OF WITNESS AS WELL AS IN PARTICIPANT OBSERVATION AT SPACES OF RELIGIOUS PRACTICE OF AFRICAN GUIDANCE IN ALAGOINHAS. IN THIS CASE, ALL THESE METHODS ARE CONSIDERED DIMENSIONS OF INTERSUBJECTIVITY, STRUGGLE RELATIONSHIP WITHIN AND OUTSIDE OF THE UNIVERSE OF CANDOMBLE AND THE REPRESENTATION OF OTHER BY ENUNCIATION AND TRANSCRIPTION OF SPEECH. IT WAS EMPHASIZED LESS THE CONTINUITY OR HISTORICAL BREAKING THROUGH DOCUMENTED DETAIL AND MORE THE POSSIBILITY OF INFERRING BASIC CONCEPTS AND SYMBOLIC STRUCTURES BETWEEN THE PAST AND THE PRESENT. IN THE SAME WAY, FROM AN ANALYTICAL POINT OF VIEW, INSTEAD OF WORKING WITH THE CONCEPT OF ""AFRICAN MATRIX"", WHICH REFERS TO A POLEMIC IDEAL OF PURITY AND A VAGUE IDEA OF THE ENTIRE AFRICAN CONTINENT, THIS RESEARCH ADOPTS THE RELIGIOUS NOTION OF ""AFRICAN GUIDANCE"" THAT SUGGESTS BUT NOT FREEZES THE REFERENCE TO AFRICA.",NA
ARAÚJO A;LOMBARDI M,2013,"INFORMAL WORK, GENDER AND RACE IN BRAZIL IN THE EARLY 21ST CENTURY; [TRABALHO INFORMAL, GÊNERO E RAÇA NO BRASIL DO INÍCIO DO SÉCULO XXI]","THE PAPER ANALYZES THE EVOLUTION OF INFORMAL LABOR IN BRAZIL, FROM 2001 TO 2009, BASED ON THE PESQUISAS NACIONAIS POR AMOSTRA DE DOMICÍLIO [NACIONAL HOUSEHOLD RESEARCH SAMPLE]. QUESTIONS SUCH AS ""WHERE"" THE INFORMAL WORKERS ARE, ""WHO THEY ARE"" AND ""HOW MUCH THEY MAKE"" GUIDED THE STUDY, WHICH, IN ADDITION TO COMPARISONS BETWEEN THE FORMAL AND INFORMAL SECTOR, ALSO HAD GENDER AS A FOCUS. HETEROGENEITY, A TRAIT OF THE INFORMAL SECTOR, IS VISIBLE IN THE VARIOUS ECONOMIC SECTORS, IN THE VARIOUS POSITIONS WITHIN OCCUPATIONS AND IN THE UNEQUAL OPPORTUNITIES FOR WOMEN AND BLACKS COMPARED TO MALES AND WHITES. ALTHOUGH INFORMAL LABOR IN BRAZIL HAS DECLINED OVER THE DECADE, THE SMALL GROWTH RECORDED IS DUE TO THE ENTRY OF WOMEN, PARTICULARLY BLACK WOMEN, INTO THE LABOUR MARKET.",10.1590/S0100-15742013000200005
PERES E,2015,O ABRAÇO DA HERA. RAÇA E ESCRAVIDÃO NA UNIVERSIDADE,[NO ABSTRACT AVAILABLE],10.1590/S0103-40142015000200026
CABRERA O,2017,"GENDER, SEX AND RACE AND THE FORMATION OF FEMALES SUBJECTIVITIES IN CUBA, XIX CENTURY; [GÊNERO, SEXO E RAÇA E A FORMAÇÃO DE SUBJETIVIDADES FEMININAS EM CUBA, SÉCULO XIX]","STUDIES OF GENDER IN THE XIX CENTURY HAVE PRIVILEGED WOMEN WRITERS. TO APPROACH THESE DISCOURSES THERE ARE SEVERAL THEORIES IN THE LITERARY AND FEMINIST FIELDS. HOWEVER, THIS INCIDENCE OF CLASS, RACE, SEX IN GENDER RELATIONS AND IN THE FORMATION OF FEMININE SUBJECTIVITIES IS A THEME WHICH HAS BEEN LESS STUDIED. IN THIS ARTICLE I AIM TO RELATE THESE CONCEPTS WITH A FOCUS ON BLACK AND BROWN-SKINNED SLAVES, WITHOUT ABANDONING THE WIDER SOCIAL INTERPRETATION. THE WRITTEN SOURCES ON THIS ISSUE ARE FRAGMENTARY, IN ADDITION TO DISTORTIONS SUFFERED BY THE INTERPRETATION OF A THIRD PERSON: PUBLIC PROSECUTOR, LIQUIDATOR OF SLAVES, SCRIBE AND EVEN HISTORIANS AND EDITORS WHO PARTICIPATED IN THE ORGANIZATION OF THESE WRITTEN SOURCES. THE STUDY PRESENTED DEALS WITH THE PROCESSES OF TRANSFORMATION OF GENDER RELATIONS AND FEMININE SUBJECTIVITIES WITH THE UNUSUAL INCREASE IN THE NUMBER OF SLAVES IN THE NINETEENTH CENTURY CUBAN.",10.1590/1806-9584.2017v25n1p117
CALVO-GONZALEZ E,2017,"VARIANT HAEMOGLOBINS IN MEDICAL AND EVERYDAY DISCOURSES: RACE, NATION AND GENETICS IN CONTEMPORARY BRAZIL; [HEMOGLOBINAS VARIANTES NA ÁREA MÉDICA E NO DISCURSO COTIDIANO: UM OLHAR SOBRE RAÇA, NAÇÃO E GENÉTICA NO BRASIL CONTEMPORÂNEO12]","THIS ARTICLE ANALYSES THE RELATIONSHIP BETWEEN MEDICAL DISCOURSES AND EVERYDAY NOTIONS OF RACE, POPULATION AND NATION, USING AS CASE STUDY THE COMPARISON BETWEEN THE USE OF THESE CATEGORIES IN MEDICAL ARTICLES OF TWO RENOWNED BRAZILIAN HAEMATOLOGISTS ON THE PRESENCE OF PATHOLOGICAL VARIANT HAEMOGLOBINS IN BRAZIL AND THE UNDERSTANDING OF FAMILIES OF PATIENTS DIAGNOSED WITH SICKLE-CELL ANAEMIA ON THE SAME QUESTIONS. THROUGH THIS COMPARISON IT IS POSSIBLE TO SEE NOT ONLY HOW MEDICAL DISCOURSES INFLUENCE EVERYDAY NOTIONS OF RACE AND HEREDITY, BUT ALSO HOW IN BOTH CASES THESE NOTIONS ARE INEXTRICABLE FROM WIDER IDEAS ABOUT THE PAST AND FUTURE OF THE BRAZILIAN NATION. © 2017, UNIV SAOPAULO. ALL RIGHTS RESERVED.",10.1590/S0104-12902017157821
LIMA N;CORDEIRO R,2020,“A MINHA VIDA NÃO PODE PARAR”: ITINERÁRIOS ABORTIVOS DE MULHERES JOVENS,"NESTE ARTIGO OBJETIVAMOS ANALISAR COMO A CLASSE E A RAÇA CONSTITUEM DIFERENTES ITINERÁRIOS ABORTIVOS PARA MULHERES JOVENS DE UMA REGIÃO METROPOLITANA DO BRASIL. FORAM ENTREVISTADAS OITO JOVENS COM IDADES ENTRE 19 E 28 ANOS, SENDO QUATRO DE CLASSES POPULARES E CINCO DE CLASSES MÉDIAS, TRÊS BRANCAS E CINCO NEGRAS. COMO RESULTADOS, ENCONTRAMOS DIFERENÇAS DE CLASSE E RAÇA NOS ITINERÁRIOS. AS JOVENS BRANCAS E DE CLASSES MÉDIAS APRESENTAM PERCURSOS MAIS CURTOS, CONSEGUEM DISPOR DE UMA REDE DE INFORMAÇÕES UM POUCO MAIS CONSISTENTE E RELATAM UM PROCESSO DECISÓRIO MAIS CONFLITIVO. AS JOVENS NEGRAS E DE CLASSES POPULARES NARRAM ITINERÁRIOS MAIS LONGOS, DISPÕEM DE UMA REDE DE APOIO MAIS PRECÁRIA E SEUS PROCESSOS DECISÓRIOS SÃO MAIS IMEDIATOS. © 2020 XX; THIS ARTICLE DEALS WITH THE RESULTS OF RESEARCH CONDUCTED BETWEEN 2012 AND 2014, WHOSE OBJECTIVE WAS TO ANALYZE HOW THE CLASS AND THE RACE CONSTITUTE DIFFERENT ITINERARIES FOR YOUNG WOMEN OF A METROPOLITAN REGION OF BRAZIL. EIGHT YOUNG PEOPLE BETWEEN THE AGES OF 19 AND 28 WERE INTERVIEWED, FOUR OF THE POPULAR CLASSES AND FIVE OF MIDDLE CLASSES, THREE WHITE AND FIVE BLACK. AS RESULTS, WE FIND DIFFERENCES OF CLASS AND RACE IN THE ITINERARIES. WHITE AND MIDDLE-CLASS YOUNG PEOPLE HAVE SHORTER COURSES AND ARE ABLE TO HAVE A SOMEWHAT MORE CONSISTENT INFORMATION NETWORK AND REPORT A MORE CONFLICTIVE DECISION-MAKING PROCESS. WHILE THE BLACK AND WORKING CLASS YOUTHS NARRATE LONGER ROUTES, THEY HAVE A MORE PRECARIOUS SUPPORT NETWORK AND THEIR DECISION-MAKING PROCESSES NEED TO BE MORE IMMEDIATE © 2020 XX",10.1590/1806-9584-2020v28n158290
PRONI M;GOMES D,2015,PRECARIEDADE OCUPACIONAL: UMA QUESTÃO DE GÊNERO E RAÇA,"IN BRAZIL, MOST PRECARIOUS JOBS ARE PERFORMED BY BLACKS AND BY WOMEN. DESPITE THE GOOD PERFORMANCE OF THE LABOR MARKET UNTIL 2013, GREAT DISPARITIES REMAINED BETWEEN BLACKS AND WHITES, AS WELL AS BETWEEN MEN AND WOMEN. BECAUSE THE EFFECTS OF THE CURRENT ECONOMIC CRISIS ON THE LABOR MARKET PENALIZE ABOVE ALL THE MOST VULNERABLE SEGMENTS, THIS ARTICLE AIMS TO VERIFY WHETHER THE ISSUE OF RACE AND GENDER CONTRIBUTES TO THE REPRODUCTION OF PRECARIOUSNESS. IT MAY BE INFERRED THAT A CONSISTENT STRATEGY TO REDUCE SUCH INEQUALITIES REQUIRES A COMBINATION OF POLICIES TO, ON THE ONE HAND, CREATE JOBS, SHRINK THE INFORMAL ECONOMY AND INCREASE INCOME, AND ON THE OTHER, TO PROMOTE RACIAL AND GENDER EQUALITY IN THE LABOR MARKET.",10.1590/S0103-40142015008500010
ALBUQUERQUE W,2018,BLACK FREEDOM AND MASTER'S AUTHORITY AT THE TIME OF ABOLITION; [O SAMBA NO SOBRADO DA BARONESA: LIBERDADE NEGRA E AUTORIDADE SENHORIAL NO TEMPO DA ABOLIÇÃO],"O OBJETIVO DESTE TEXTO É DISCUTIR EXPECTATIVAS E DISPUTAS EM TORNO DA SUBORDINAÇÃO NEGRA NA ÉPOCA EM QUE A ESCRAVIDÃO AGONIZAVA, A DÉCADA DE 1880. O PONTO DE PARTIDA É A QUEIXA DE UM REPRESENTANTE DA BARONESA DO RIO VERMELHO ACERCA DA AÇÃO POLICIAL OCORRIDA NA RESIDÊNCIA DELA QUANDO SEUS ESCRAVOS E CRIADOS REALIZAVAM UM SAMBA EM 1885. O REVIDE DO SUBDELEGADO QUE LIDEROU ESSA AÇÃO ESTAVA ARTICULADO AO DEBATE QUE PERMEAVA A CRISE DO ESCRAVISMO: O LIMITE DA LIBERDADE NEGRA. AO MESMO TEMPO, A INVESTIDA DOS ABOLICIONISTAS IRIA TER COMO PRINCIPAL ALVO EM 1884-1885 O BARÃO DE COTEGIPE, APONTADO COMO CARRASCO DA RAÇA NEGRA DA QUAL ELE DESCENDERIA. ENQUANTO RACIALIZAVAM SAMBISTAS INSUBORDINADOS, POR UM LADO, E O LÍDER DOS ESCRAVISTAS, POR OUTRO, OS SUJEITOS QUE VIVIAM AS GRANDES MUDANÇAS SOCIAIS DA ÉPOCA CONSTRUÍAM O MUNDO DO PÓS-ABOLIÇÃO. AS PRINCIPAIS FONTES SÃO DOCUMENTAÇÃO POLICIAL, CORRESPONDÊNCIAS PESSOAIS, A IMPRENSA ABOLICIONISTA E LEGISLAÇÃO. © 2018 ASSOCIACAO NACIONAL DE HISTORIA.; THIS TEXT AIMS AT DISCUSSING THE EXPECTATIONS AND DISPUTES ABOUT BLACK SUBORDINATION WHEN SLAVERY WAS AT ITS DOWNFALL, IN THE 1880S. THE DEPARTURE POINT IS A COMPLAINT MADE BY THE REPRESENTATIVE OF THE BARONESS OF RIO VERMELHO REGARDING A POLICE ACTION THAT OCCURRED AT HER RESIDENCE, IN 1885, WHEN HER SLAVES AND SERVANTS GATHERED TO DANCE SAMBA. THE RESPONSE OF THE POLICE'S SUBDELEGATE WHO LED THIS ACTION WAS LINKED TO THE DEBATE INHERENT TO THE SLAVERY CRISIS, SPECIFICALLY WITH RESPECT TO THE LIMITS OF BLACK FREEDOM. AT THE SAME TIME, IN 1884-1885, THE ABOLITIONIST MOVEMENT'S MAIN TARGET OF ATTACK WAS THE BARON OF COTEGIPE, WHOM THEY VIEWED AS A TORMENTOR OF THE BLACK RACE FROM WHICH HE WAS A DESCENDANT. ON ONE HAND INSUBORDINATE SAMBA PARTICIPANTS, AND THE PRO-SLAVERY LEADER ON THE OTHER, WERE BOTH SUBJECTED TO RACIALIZATION, WHILE THOSE LIVING THROUGH THE GREAT SOCIAL TRANSFORMATIONS OF THE TIME WERE CONSTRUCTING A POST-ABOLITION WORLD. THE MAIN SOURCES CONSULTED INCLUDE POLICE DOCUMENTATION, PERSONAL CORRESPONDENCE, ABOLITIONIST PRESS AND LEGISLATION. © 2018 ASSOCIACAO NACIONAL DE HISTORIA.",10.1590/1806-93472018v38n79-09
